Nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,label
29.0,25.0,35,"28,3575072°C","91,64509299%","5,542873799","160,7306991",coconut
86.0,36.0,24,"26,54986394°C","72,89187265%","5,787268394","73,33636055",maize
13.0,28.0,33,"28,130115°C","95,64807631%","5,686972967","151,0761899",coconut
5.0,77.0,19,"31,08564994°C","66,68832981%","6,242052013","175,9303271",pigeonpeas
35.0,57.0,25,"27,0956288°C","42,26206161%","8,340398059","71,1271039",mothbeans
26.0,135.0,203,"33,78372897°C","81,16314317%","5,685102769","74,53557341",Grapes
21.0,20.0,31,"25,60033702°C","99,7240104%","5,855457599","165,8248732",coconut
4.0,47.0,20,"25,97948991°C","64,95585424%","4,193189124","72,19245835",mothbeans
90.0,86.0,52,"25,85036988°C","81,95580471%","5,793260262","119,0856171",banana
7.0,28.0,35,"30,02086169°C","46,78393776%","4,66910839","96,63721027",mango
105.0,93.0,46,"25,01018457°C","78,76260938%","5,760457558","108,3690513",banana
17.0,29.0,26,"26,14162144°C","93,28415295%","6,071897347","195,4115025",coconut
54.0,62.0,80,"17,48911699°C","16,39055394%","7,489545074","79,45758333",chickpea
82.0,24.0,26,"24,31274458°C","53,57285558%","6,089443603","184,4103931",coffee
123.0,50.0,16,"23,04920461°C","75,53835214%","6,498052108","70,65644296",cotton
21.0,63.0,17,"25,08966129°C","68,17543102%","6,559681838","41,45486619",lentil
11.0,72.0,22,"29,37735586°C","44,82294584%","6,842744374","172,40168",pigeonpeas
25.0,57.0,19,"17,15432954°C","19,87070659%","5,566522896","87,99669731",kidneybeans
63.0,43.0,19,"18,51816776°C","55,53128131%","6,641906353","90,988051",maize
44.0,74.0,85,"20,18649426°C","19,63719995%","7,150681303","78,26039559",chickpea
9.0,16.0,36,"23,77989026°C","92,93386903%","5,893332378","106,977723",pomegranate
81.0,56.0,36,"23,39605743°C","72,60512854%","7,097586415","174,7876411",jute
17.0,64.0,18,"36,75087487°C","58,25799145%","6,07938452","124,6028153",pigeonpeas
85.0,21.0,52,"29,62800691°C","90,10051615%","6,075144116","23,69586761",muskmelon
19.0,30.0,30,"29,56549169°C","91,40896307%","5,826381164","224,8315729",coconut
75.0,56.0,18,"19,39851734°C","62,35750641%","5,696205468","60,95197486",maize
100.0,41.0,22,"22,4204752°C","84,55794703%","7,318802162","93,46595573",cotton
35.0,48.0,15,"27,10818093°C","87,4512669%","6,981758362","55,03723979",mungbean
35.0,52.0,15,"28,69841277°C","61,14754363%","9,93509073","65,67591794",mothbeans
115.0,11.0,46,"24,41592661°C","89,39655519%","6,623167177","40,32161859",watermelon
112.0,17.0,28,"27,62975458°C","61,26002598%","6,777417989","196,6492664",coffee
20.0,50.0,22,"30,99694676°C","46,42693735%","9,406887533","38,31597852",mothbeans
6.0,77.0,20,"25,78746268°C","60,2816298%","6,058306161","49,14337177",lentil
29.0,67.0,21,"29,79181107°C","63,38789228%","6,621323612","63,02169909",blackgram
33.0,121.0,203,"22,45696744°C","94,76285385%","5,605934087","114,8407725",apple
100.0,40.0,20,"22,45145981°C","76,25674874%","7,432043735","86,84998693",cotton
33.0,75.0,84,"19,46210401°C","18,72831993%","7,217018459","68,81405149",chickpea
27.0,56.0,20,"19,25975367°C","20,51346956%","5,542690119","94,9533526",kidneybeans
7.0,17.0,26,"34,89226666°C","48,75613373%","6,414526606","91,63074547",mango
58.0,51.0,47,"42,13473976°C","91,70445386%","6,757470637","197,402901",papaya
11.0,72.0,20,"19,52226241°C","24,92607153%","5,951177452","113,334026",kidneybeans
39.0,29.0,29,"26,50908611°C","94,48414544%","6,143662699","199,8778403",coconut
95.0,12.0,46,"26,21667586°C","81,01009354%","6,32281728","54,65423596",watermelon
37.0,36.0,27,"27,5529736°C","47,90859131%","5,910634533","90,40332704",mango
97.0,50.0,41,"24,52922681°C","80,54498576%","7,070959995","260,2634026",rice
0.0,23.0,15,"22,56664172°C","93,37488907%","7,598729065","109,8585753",orange
36.0,38.0,15,"28,36363858°C","87,59810657%","6,320662012","57,99524359",mungbean
56.0,57.0,48,"31,56213762°C","93,0484859%","6,506120752","63,62250788",papaya
23.0,58.0,19,"24,17093241°C","58,25204566%","5,243634849","59,18953429",mothbeans
111.0,88.0,55,"29,44795403°C","78,34971537%","5,505393833","96,45042585",banana
117.0,56.0,15,"25,99237426°C","77,0543546%","7,368258226","89,1188212",cotton
82.0,46.0,41,"23,3250131°C","79,79609448%","6,581693772","187,3096148",jute
1.0,48.0,24,"29,34594634°C","85,60472562%","6,232836962","59,03629954",mungbean
12.0,71.0,19,"24,91079638°C","60,71367427%","7,142611056","42,19740397",lentil
112.0,49.0,25,"25,68959532°C","77,90621048%","6,470135478","66,19426787",cotton
37.0,77.0,20,"25,93381964°C","68,70533022%","7,080506001","51,02372773",lentil
6.0,72.0,15,"22,99451999°C","66,70897237%","7,670178119","54,49044154",lentil
29.0,140.0,195,"23,64082979°C","90,95257927%","5,560521058","116,7431319",apple
92.0,7.0,48,"26,27520631°C","86,63249555%","6,956508826","54,38748495",watermelon
18.0,125.0,203,"22,44307715°C","91,59234006%","6,160267496","102,5565807",apple
83.0,7.0,45,"29,08417927°C","90,73891887%","6,704104127","25,33014238",muskmelon
39.0,140.0,203,"21,11903604°C","80,63399198%","6,349875906","69,27779761",grapes
33.0,47.0,17,"24,86803974°C","48,27531965%","8,621514073","63,9187654",mothbeans
118.0,88.0,52,"28,65003945°C","82,68752542%","5,843163161","98,75084366",banana
32.0,78.0,22,"23,97081395°C","62,35557553%","7,007037515","53,40906048",lentil
40.0,24.0,25,"28,70595247°C","50,44030129%","5,445008416","95,8946444",mango
93.0,53.0,38,"26,92995077°C","81,91411159%","7,069172227","290,6793783",rice
60.0,59.0,22,"31,86847286°C","66,74217464%","7,191522601","74,22238583",blackgram
57.0,73.0,85,"18,49311205°C","14,72115044%","7,358099622","91,94595352",chickpea
57.0,67.0,25,"32,34744009°C","66,61452812%","7,551364319","64,55882254",blackgram
91.0,24.0,55,"26,27061608°C","83,09194521%","6,259086583","46,76837499",watermelon
14.0,139.0,197,"21,72484506°C","92,83975602%","6,056529526","121,6961761",apple
74.0,43.0,23,"25,95263264°C","61,89082199%","6,325235159","99,57981207",maize
27.0,22.0,29,"28,83214859°C","92,17170353%","6,000248647","145,4172387",coconut
117.0,51.0,15,"22,9535715°C","78,71555832%","6,044556594","99,75336197",cotton
77.0,36.0,37,"26,88444878°C","81,46033732%","6,136131869","194,5766559",rice
37.0,23.0,12,"31,52675982°C","90,50621806%","6,395258356","113,1169398",orange
86.0,18.0,45,"28,96586565°C","90,71832938%","6,566759102","22,25838137",muskmelon
13.0,17.0,45,"21,25433607°C","92,65058936%","7,159520979","106,2784673",Pomegranate
95.0,55.0,42,"26,79533926°C","82,1480873%","5,950660556","193,3473987",rice
31.0,79.0,75,"345,0°C","16,1074793%","8,204862075","89,73119396",chickpea
5.0,32.0,33,"32,32362177°C","52,5896771%","5,842763773","93,36718816",mango
37.0,64.0,22,"17,48189735°C","18,8251973%","5,954665349","121,9401369",kidneybeans
95.0,37.0,35,"27,31317116°C","68,4233391%","6,348337519","192,4288139",coffee
93.0,91.0,47,"27,84767901°C","83,31110751%","6,101241579","117,2878912",banana
27.0,24.0,29,"26,61423461°C","96,97300803%","6,142010637","191,006688",coconut
111.0,29.0,31,"26,05968403°C","52,31098539%","6,136286518","161,3432535",coffee
40.0,79.0,17,"21,12695586°C","63,18738532%","6,403683619","38,71834464",lentil
83.0,95.0,50,"26,51682337°C","77,79913575%","5,50947065","108,8547508",banana
107.0,22.0,54,"27,99611732°C","90,84660317%","6,630301421","21,61893763",muskmelon
27.0,65.0,18,"20,10993761°C","23,22323766%","5,59503163","73,36386477",kidneybeans
70.0,42.0,43,"23,16814977°C","76,66724969%","6,508342839","157,1215052",jute
45.0,47.0,55,"38,4191628°C","91,14220381%","6,751452932","119,2653877",papaya
60.0,37.0,39,"26,59104992°C","82,94164078%","6,033485257","161,2469997",jute
4.0,43.0,18,"29,02955344°C","61,09387478%","8,840656256","72,98016599",mothbeans
34.0,6.0,30,"27,0828252°C","97,00155491%","5,948342571","171,7575545",coconut
14.0,59.0,15,"21,35135729°C","22,91244883%","5,779090476","146,4548645",kidneybeans
28.0,58.0,24,"19,72702528°C","18,28173015%","5,748190463","143,7630894",kidneybeans
0.0,27.0,38,"22,44581266°C","89,90147027%","6,738016221","109,3905998",pomegranate
11.0,44.0,17,"26,34043268°C","55,59160391%","8,016210782","35,1051197",mothbeans
17.0,136.0,196,"23,87192332°C","90,49939035%","5,882155988","103,0548094",apple
21.0,72.0,17,"31,52104732°C","66,55723677%","7,580527339","61,71111448",blackgram
92.0,60.0,23,"18,66746724°C","71,516474%","5,721667141","69,93293255",maize
31.0,130.0,198,"21,80129837°C","92,73446667%","5,554823557","120,0586671",apple
9.0,48.0,22,"27,77076285°C","87,09979549%","6,402926221","49,50812624",mungbean
83.0,79.0,55,"25,14748006°C","83,34688193%","5,565028635","98,66679427",banana
39.0,42.0,20,"29,3499706°C","61,25353851%","8,055908858","40,82840673",mothbeans
6.0,77.0,25,"20,61162204°C","24,36314135%","5,792744849","69,63833855",kidneybeans
28.0,68.0,19,"34,63880966°C","61,38597868%","7,69950698","72,43169115",blackgram
93.0,22.0,52,"26,58740671°C","81,32563243%","6,932739726","41,87540028",watermelon
89.0,57.0,43,"26,91515043°C","73,19897535%","6,998787171","177,2233048",jute
5.0,25.0,6,"30,72119881°C","94,01331956%","6,011302181","106,8118019",orange
52.0,65.0,20,"32,81705216°C","66,15665137%","6,814301033","68,83924882",blackgram
9.0,17.0,32,"25,94951662°C","93,40548703%","5,842317989","172,0540491",coconut
23.0,30.0,44,"20,93892916°C","85,42912869%","6,12476108","103,0295938",pomegranate
97.0,59.0,43,"26,35927159°C","84,04403589%","6,286500176","271,3586137",rice
110.0,21.0,54,"26,73690828°C","87,82430156%","6,747537642","47,46447019",watermelon
49.0,54.0,50,"25,62446619°C","93,18240298%","6,762522087","97,26336657",papaya
81.0,36.0,38,"23,76554749°C","87,98329901%","6,334837865","150,3166152",jute
37.0,66.0,85,"20,93175255°C","18,91295403%","6,456148474","78,06910795",chickpea
32.0,141.0,203,"21,25941052°C","92,84416234%","5,821347769","109,0658471",apple
3.0,27.0,44,"24,56811204°C","92,03009222%","6,591302797","110,9633894",Pomegranate
6.0,47.0,18,"29,16174608°C","80,28038146%","6,715276663","40,16545979",mungbean
39.0,37.0,15,"28,9973145°C","83,78911515%","6,821747052","59,84499208",mungbean
28.0,69.0,16,"29,77013109°C","66,29327012%","6,547361618","35,69674138",lentil
10.0,71.0,18,"19,54284889°C","66,34777265%","6,151029296","173,1106982",pigeonpeas
64.0,45.0,43,"25,62980105°C","83,52842314%","5,534878156","209,9001977",rice
30.0,20.0,38,"22,59890174°C","93,16343942%","7,058222596","110,0932899",pomegranate
69.0,60.0,54,"36,32268069°C","93,06134398%","6,98992719","141,1736926",papaya
65.0,37.0,40,"23,35905428°C","83,59512273%","5,333322606","188,413665",rice
95.0,21.0,47,"27,93114233°C","93,56161439%","6,431970877","20,66127836",muskmelon
22.0,23.0,44,"20,13037175°C","89,31505137%","6,143874691","107,3416913",Pomegranate
120.0,48.0,16,"22,46054478°C","75,40989245%","7,456971816","71,85436078",cotton
119.0,19.0,55,"25,18780042°C","83,44621709%","6,818261383","46,87420883",watermelon
58.0,71.0,15,"27,82592799°C","67,5861883%","6,919243702","74,01229707",blackgram
26.0,72.0,22,"28,76794904°C","37,57792132%","4,674941549","91,72084869",pigeonpeas
2.0,40.0,27,"29,73770045°C","47,54885174%","5,954626604","90,09586854",mango
100.0,52.0,19,"23,45969093°C","82,44777468%","7,903528673","93,50153555",cotton
54.0,65.0,47,"27,92765919°C","91,55594211%","6,721835879","149,9107557",papaya
67.0,43.0,38,"25,21622704°C","70,88259632%","7,299304715","195,8645552",jute
31.0,35.0,23,"30,30260453°C","47,18283631%","7,707595055","68,04039813",mothbeans
3.0,78.0,18,"20,21368219°C","68,65257685%","6,887130053","50,89732989",lentil
37.0,38.0,32,"31,85744939°C","45,53106268%","5,417340525","91,55845821",mango
84.0,44.0,21,"21,869274°C","61,91044947%","5,850439831","107,2681929",maize
70.0,68.0,45,"33,83508569°C","92,85470152%","6,991626158","203,4044028",papaya
16.0,70.0,20,"24,80467592°C","40,1242747%","5,6093956","121,5639121",pigeonpeas
3.0,63.0,16,"24,38041875°C","61,18458224%","6,868881708","53,13946695",lentil
24.0,14.0,33,"29,38072512°C","93,27565685%","6,366219551","218,5241851",coconut
44.0,63.0,15,"26,42333018°C","64,51136845%","7,338929556","63,46546487",blackgram
36.0,58.0,25,"28,66024187°C","59,3189118%","8,399135958","36,92629678",mothbeans
69.0,66.0,49,"40,00439101°C","90,17015833%","6,52711001","92,11877372",papaya
86.0,40.0,33,"26,1387869°C","52,26311691%","7,432322234","136,3027766",coffee
81.0,16.0,45,"26,90435747°C","86,25426228%","6,727468157","59,75980023",watermelon
139.0,35.0,15,"25,248679°C","83,4630147%","5,898293044","86,55517751",cotton
,16.0,14,"16,39624284°C","92,18151927%","6,625538653","102,944161",orange
67.0,46.0,44,"26,82489244°C","78,20392774%","7,093328631","153,9199807",jute
9.0,80.0,19,"21,80619564°C","18,57086554%","5,945465949","125,0972687",kidneybeans
115.0,18.0,53,"29,17052093°C","94,19790371%","6,012480351","22,06994464",muskmelon
83.0,94.0,47,"27,39872329°C","81,10523402%","6,469370954","112,1355384",banana
14.0,48.0,21,"29,24598976°C","84,80084105%","6,991242362","53,43228915",mungbean
114.0,27.0,28,"24,99451759°C","57,93250202%","7,162802357","192,8736822",coffee
10.0,55.0,23,"21,18853178°C","19,63438599%","5,728233081","137,1948633",kidneybeans
2.0,21.0,35,"25,02887163°C","91,53720922%","6,293662363","179,8248944",coconut
37.0,57.0,20,"31,1006247°C","44,82069159%","7,354286985","70,79934452",mothbeans
22.0,71.0,17,"18,15300153°C","19,38602098%","5,509295379","107,6907964",kidneybeans
100.0,14.0,49,"29,48882958°C","91,07574233%","6,365956658","26,01909355",muskmelon
71.0,52.0,43,"26,47549543°C","73,96164569%","6,732826127","180,2513601",jute
7.0,74.0,17,"22,47253208°C","62,56532471%","5,667419697","96,74706956",pigeonpeas
109.0,29.0,28,"23,26316991°C","60,5160021%","6,724688503","194,1755471",coffee
35.0,142.0,203,"21,17089176°C","90,23730166%","5,895319002","123,6495149",apple
40.0,63.0,18,"30,41588462°C","67,66323804%","6,74441168","63,02473185",blackgram
90.0,52.0,25,"25,97482359°C","69,36385721%","6,822586546","103,2234212",maize
45.0,58.0,49,"30,10773379°C","90,34546355%","6,827812549","75,24521981",papaya
35.0,66.0,81,"19,37101121°C","15,77458129%","6,138243973","85,24819851",chickpea
74.0,46.0,45,"25,75734909°C","88,36668522%","6,025028997","189,4263485",jute
133.0,50.0,25,"25,72180042°C","81,19666206%","7,569454601","99,93100821",cotton
27.0,72.0,23,"19,92889503°C","21,79992115%","5,961934481","64,02640797",kidneybeans
27.0,30.0,5,"32,71748548°C","90,54608254%","7,656978112","113,328978",orange
39.0,30.0,38,"20,12644921°C","87,59629625%","6,965156738","108,065579",pomegranate
86.0,79.0,45,"27,81251452°C","82,69285419%","5,80766417","99,20961514",banana
66.0,60.0,38,"22,08576562°C","83,47038318%","6,372576327","231,7364957",rice
20.0,68.0,23,"25,54960633°C","63,95425534%","7,707332484","63,1830529",blackgram
66.0,69.0,47,"23,69212243°C","93,61055571%","6,912299695","87,53393983",papaya
1.0,132.0,200,"16,27852801°C","82,94270065%","5,620745638","66,57462809",grapes
36.0,7.0,37,"19,8671184°C","86,35590206%","5,782435567","108,3168858",pomegranate
40.0,5.0,32,"26,07010807°C","96,7036223%","5,981169595","143,533473",coconut
38.0,135.0,203,"41,36106301°C","82,79782954%","6,444373116","69,92107482",grapes
110.0,22.0,47,"29,03157242°C","91,82172592%","6,243673725","24,93861254",muskmelon
113.0,38.0,25,"22,00085141°C","79,47270984%","7,388265888","90,42224164",cotton
32.0,79.0,15,"23,90910104°C","20,74619325%","5,706198621","81,60211243",kidneybeans
7.0,126.0,203,"16,76201707°C","82,00335557%","5,662140095","73,28712806",Grapes
90.0,39.0,43,"24,44743944°C","82,286484%","6,7693455","190,9684885",jute
99.0,73.0,53,"26,29039046°C","81,06003778%","5,871702211","118,6730366",banana
11.0,53.0,24,"28,52396666°C","55,77264351%","7,39389918","61,32935611",mothbeans
13.0,8.0,12,"25,16296632°C","92,54736032%","7,105904818","114,3117197",orange
76.0,40.0,43,"25,15745531°C","83,11713476%","5,070175667","231,3843163",rice
84.0,38.0,43,"26,57421679°C","73,81994896%","7,26158085","159,3223075",jute
100.0,10.0,53,"24,54356968°C","84,60808277%","6,211748957","42,00660251",watermelon
78.0,37.0,22,"25,34217103°C","63,31801994%","6,330554389","74,52082026",maize
86.0,95.0,49,"28,05484146°C","78,04602887%","6,458714879","108,3957179",banana
110.0,28.0,46,"24,29105004°C","88,04541346%","6,49889585","51,26046418",watermelon
14.0,67.0,15,"19,56376468°C","24,67385131%","5,690065688","139,2921004",kidneybeans
99.0,39.0,18,"19,20129357°C","68,30578978%","6,11275104","87,85092352",maize
7.0,144.0,195,"22,96388477°C","93,58065995%","5,85648105","104,6472986",apple
75.0,54.0,36,"26,29465461°C","84,56919326%","7,023936392","257,4914906",rice
11.0,34.0,32,"29,14305008°C","49,40983294%","6,831706773","97,55155537",mango
104.0,25.0,51,"28,96361426°C","93,88482153%","6,469983276","23,56130173",muskmelon
68.0,58.0,38,"23,22397386°C","83,03322691%","6,336253525","221,2091958",rice
91.0,53.0,40,"455,0°C","81,41753846%","5,386167788","264,6148697",rice
44.0,56.0,49,"39,23342464°C","91,25589286%","6,519779583","64,4478499",papaya
15.0,28.0,32,"28,84270971°C","99,64328526%","6,218571874","224,4016682",coconut
32.0,56.0,18,"20,0467711°C","65,84395319%","7,135251532","46,05333124",lentil
13.0,144.0,197,"22,9215706°C","94,89613443%","6,28022267","105,6941544",apple
83.0,10.0,53,"24,92994759°C","85,00802358%","6,195142279","48,75859458",watermelon
45.0,61.0,78,"19,48649305°C","16,06240074%","6,489389282","81,5284269",chickpea
83.0,9.0,45,"25,85483596°C","89,13163965%","6,049609892","46,85176955",watermelon
19.0,53.0,22,"27,8640132°C","80,4513142%","6,852884643","42,83053902",mungbean
5.0,126.0,197,"12,80000387°C","81,20876367%","6,417500829","67,10439401",grapes
117.0,37.0,32,"23,1069385°C","67,06230539%","6,787658922","162,5769606",coffee
126.0,38.0,23,"25,36243778°C","83,63276077%","6,176716425","88,43618918",cotton
5.0,19.0,25,"27,3511056°C","54,43945147%","6,441328044","96,27792547",mango
118.0,18.0,32,"27,6496114°C","51,11044023%","6,351823783","122,8392822",coffee
25.0,7.0,35,"28,38503882°C","99,18843684%","5,55771171","189,6711349",coconut
37.0,73.0,21,"29,50304807°C","63,46513414%","5,560224583","189,5208915",pigeonpeas
76.0,57.0,18,"18,9802729°C","74,52600826%","6,092725883","94,26249353",maize
28.0,23.0,28,"30,01821337°C","50,0983181%","5,676032581","96,08745082",mango
0.0,29.0,32,"28,05912437°C","98,3670985%","5,868255858","171,6516396",coconut
91.0,55.0,15,"18,09300227°C","72,61024172%","6,376651091","78,96159541",maize
75.0,38.0,39,"23,44676801°C","84,79352417%","6,215109715","283,9338466",rice
5.0,68.0,20,"19,04380471°C","33,10695144%","6,12166671","155,3705624",pigeonpeas
104.0,47.0,18,"23,9656349°C","76,97696717%","7,633437412","90,75616738",cotton
24.0,27.0,9,"18,86883219°C","93,24688124%","6,157135092","119,3936976",orange
19.0,78.0,16,"20,65375833°C","23,10538637%","5,967533236","67,71768947",kidneybeans
82.0,40.0,45,"26,21312799°C","81,70476368%","6,667633355","180,1237765",jute
22.0,55.0,20,"33,95309131°C","69,96100028%","7,423530351","61,16350463",blackgram
101.0,70.0,48,"25,36059237°C","75,03193255%","6,012696655","116,5531455",banana
80.0,18.0,31,"24,02952505°C","58,84880599%","7,303033217","134,6803969",coffee
6.0,69.0,19,"26,88630675°C","41,69617915%","4,750929218","94,46748008",pigeonpeas
28.0,74.0,81,"18,01272266°C","18,30968112%","8,753795334","81,98568791",chickpea
16.0,7.0,8,"22,79196751°C","90,60901895%","6,420457311","116,5084074",orange
75.0,41.0,35,"24,97042599°C","78,62697699%","6,856833064","166,6415254",jute
15.0,9.0,11,"11,54785707°C","94,14861001%","7,907956251","108,8289171",orange
59.0,70.0,84,"17,3348681°C","18,74926979%","7,550808267","82,61734721",chickpea
49.0,55.0,78,"18,65580107°C","16,17772668%","7,863113671","81,70769297",chickpea
86.0,76.0,54,"29,3159075°C","80,11585705%","5,926824754","90,10978128",banana
90.0,40.0,39,"25,72668885°C","81,86171563%","6,626503893","191,9649389",jute
17.0,77.0,24,"20,76952209°C","18,93146941%","5,568456899","109,0193712",kidneybeans
24.0,21.0,42,"20,82210727°C","87,22815682%","6,999014379","109,4429934",pomegranate
107.0,5.0,52,"26,6634609°C","89,98405233%","6,881425746","57,40847165",watermelon
29.0,11.0,5,"23,13338811°C","91,94670335%","7,639788459","104,4224145",orange
104.0,23.0,47,"26,98212846°C","86,70068316%","6,770434148","42,91292205",watermelon
8.0,127.0,196,"27,02766138°C","83,17093908%","5,833302165","70,95666003",Grapes
6.0,63.0,23,"26,01630259°C","49,94704718%","5,906596905","160,3337447",pigeonpeas
18.0,26.0,31,"32,6112614°C","47,74916499%","5,418475257","91,10190759",mango
13.0,60.0,25,"17,13692774°C","20,59541693%","5,68597166","128,256862",kidneybeans
19.0,7.0,10,"14,78003032°C","91,22062116%","6,118430299","100,1961762",orange
25.0,64.0,20,"33,15122581°C","32,45974539%","4,807776749","105,0380275",pigeonpeas
4.0,24.0,43,"22,40423537°C","88,1508343%","7,199504273","109,8695196",pomegranate
85.0,25.0,47,"26,11440416°C","87,64081095%","6,29542477","58,48160844",watermelon
34.0,133.0,202,"15,31413469°C","80,09711412%","5,804799142","74,82144653",grapes
98.0,25.0,52,"25,2801372°C","83,15393658%","6,224066378","49,29456609",watermelon
9.0,59.0,24,"20,43517772°C","39,37252634%","4,747352458","137,2279662",pigeonpeas
81.0,30.0,48,"28,52379742°C","92,09688432%","6,041027474","29,86681385",muskmelon
95.0,16.0,55,"25,26931156°C","87,55055105%","6,612847999","40,12650421",watermelon
11.0,36.0,33,"35,99009679°C","52,22780489%","5,978634285","95,3713484",mango
14.0,75.0,24,"24,54757829°C","57,3414485%","6,436160044","118,3606557",pigeonpeas
69.0,37.0,42,"23,05804872°C","83,37011772%","7,073453503","251,0549998",rice
16.0,65.0,19,"27,61204997°C","69,29786244%","7,043160241","42,72374404",lentil
21.0,63.0,17,"15,77370214°C","19,2303162%","5,979973965","108,3441414",kidneybeans
7.0,16.0,9,"18,87957654°C","92,04304496%","7,813916603","114,6659511",orange
84.0,25.0,52,"24,37190239°C","81,2514818%","6,12532356","44,20899581",watermelon
31.0,25.0,12,"18,05142392°C","90,03969587%","7,016482298","111,7793889",orange
99.0,15.0,27,"27,0424167°C","57,27927475%","6,501157208","165,6872119",coffee
7.0,73.0,25,"27,52185591°C","63,13215259%","7,28805662","45,20841071",lentil
95.0,88.0,52,"28,00316034°C","78,90085998%","6,235461772","94,68180316",banana
93.0,56.0,36,"24,01497622°C","82,05687182%","6,98435366","185,2773389",rice
23.0,23.0,30,"32,82141065°C","47,45553843%","4,755273631","90,89173106",mango
4.0,40.0,21,"28,79728147°C","80,45744422%","6,725551062","44,30070517",mungbean
13.0,69.0,19,"17,30844532°C","20,01730914%","5,86390397","115,199245",kidneybeans
28.0,48.0,15,"25,16125354°C","55,25435777%","9,254089438","40,89732789",mothbeans
14.0,128.0,205,"22,60800988°C","94,58900601%","6,226289556","116,0396587",apple
2.0,131.0,199,"22,47420512°C","91,22759742%","6,017370134","124,2179699",apple
35.0,138.0,200,"21,19909519°C","90,80819418%","5,67130617","103,6838922",apple
10.0,56.0,16,"28,17432665°C","81,04554836%","6,828187499","36,35720652",mungbean
34.0,65.0,19,"23,43974653°C","63,22011726%","5,94239222","45,40277297",lentil
22.0,70.0,19,"18,23775702°C","21,07643273%","5,515615023","69,44951585",kidneybeans
,14.0,11,"28,04799508°C","90,00621688%","6,550814117","117,1311498",orange
89.0,25.0,34,"23,07895447°C","63,65861483%","7,184801627","129,8765443",coffee
106.0,85.0,53,"27,1994597°C","78,8086068%","5,91505509","99,72430835",banana
44.0,64.0,54,"29,80744318°C","91,38048469%","6,74274935","232,7046126",papaya
88.0,35.0,35,"27,55906475°C","58,45742907%","6,784460602","117,9389993",coffee
99.0,40.0,32,"24,18471151°C","69,94807345%","7,045543056","163,2708732",coffee
32.0,41.0,16,"28,63618921°C","61,39451307%","7,702287236","68,54877876",mothbeans
102.0,37.0,25,"25,31468463°C","77,91757121%","5,907930899","72,82902109",cotton
30.0,79.0,22,"18,28766124°C","69,48515056%","6,254216611","48,60449438",lentil
18.0,12.0,8,"12,59093977°C","91,81668769%","6,206053072","119,3916718",orange
37.0,77.0,17,"36,20970524°C","31,94550613%","5,617122801","191,0658531",pigeonpeas
26.0,80.0,18,"19,32509638°C","23,3334788%","5,581021521","104,7783947",kidneybeans
79.0,42.0,37,"24,87300744°C","82,84022551%","6,587918708","295,6094492",rice
49.0,71.0,76,"19,71098332°C","17,63879418%","6,613072145","85,57925437",chickpea
12.0,129.0,205,"22,36238282°C","91,15761594%","6,119432215","118,6832725",apple
60.0,55.0,44,"23,00445915°C","82,3207629%","7,840207144","263,9642476",rice
30.0,25.0,31,"26,31270635°C","98,62048026%","5,804965067","208,1181381",coconut
116.0,36.0,25,"27,57847581°C","58,52534263%","6,172090205","156,6810374",coffee
85.0,22.0,53,"25,96534238°C","89,77076659%","6,849471704","59,46338556",watermelon
78.0,50.0,43,"25,12417673°C","85,72530641%","6,348441469","159,5718087",jute
29.0,16.0,36,"19,81069447°C","88,92944254%","5,740338002","102,860084",Pomegranate
84.0,55.0,38,"26,8748389°C","79,78725152%","6,956682743","173,1017097",jute
13.0,67.0,18,"30,5753044°C","34,75591197%","5,384762927","177,5764304",pigeonpeas
113.0,21.0,33,"26,02241444°C","55,83288958%","7,277422738","176,9020924",coffee
9.0,10.0,10,"22,3551049°C","93,52211892%","6,010391864","101,5164589",orange
15.0,11.0,38,"23,12808226°C","92,68328358%","6,630646083","109,3930157",pomegranate
61.0,41.0,17,"25,1420613°C","65,26185135%","6,021902237","76,68456006",maize
89.0,25.0,50,"27,04863538°C","91,34685096%","6,375923383","25,08146686",muskmelon
123.0,44.0,21,"25,78544484°C","75,00539324%","7,641116569","91,39578861",cotton
89.0,83.0,47,"28,09577643°C","77,79586769%","5,63127166","109,5408614",banana
20.0,142.0,196,"10,89875873°C","80,01639435%","6,207600783","68,69420397",grapes
29.0,78.0,25,"19,95991719°C","59,33157782%","5,982854523","195,787103",pigeonpeas
24.0,6.0,32,"28,11321494°C","90,01734526%","6,387067562","172,4813641",coconut
40.0,5.0,29,"28,48444906°C","97,76865458%","5,820978791","160,389421",coconut
23.0,75.0,25,"31,07508973°C","47,19847683%","7,077170002","91,31256412",pigeonpeas
140.0,38.0,15,"24,1472953°C","75,88298598%","6,021439523","69,91563467",cotton
116.0,71.0,47,"27,57278064°C","82,0638878%","6,435785799","91,34276507",banana
31.0,20.0,30,"32,17752026°C","54,01352682%","6,207495815","91,88766069",mango
55.0,60.0,15,"32,79766751°C","68,77994074%","7,163043872","64,11411069",blackgram
22.0,56.0,17,"29,87888063°C","87,32761241%","6,89077995","44,75215854",mungbean
25.0,35.0,20,"28,90245417°C","43,35365671%","8,923095695","71,90018566",mothbeans
13.0,126.0,204,"23,1094265°C","92,79630809%","6,383180271","108,183792",apple
87.0,28.0,30,"25,60153969°C","68,66257977%","6,536676653","168,8383605",coffee
